program,link,text
Enactus UBC,https://enactusubc.ca/enspire,"Enspire sparks creativity, inspires passion, and fosters global awareness by introducing Grade 6-7 students to social entrepreneurship. The program teaches business fundamentals through interactive workshops, including digital sessions, live workshops, and learning challenges with the chance to win monthly prizes. At the end of the program, students participate in Enspire Day, a full-day event at UBC, applying what they have learned through group activities and presentations.  This year, Enspire will update and expand its six workshops to match the changing business world and advancing curriculums across Canada. We will conduct workshops both in-person in Vancouver and online through a new virtual asynchronous learning model. Introduction to Entrepreneurship. Marketing and Media. Financial Literacy. Human Resources & Technology. Reflection."
Enactus UBC,https://enactusubc.ca/seeder,"Seeder aims to create tangible environmental and social impact by constructing a network of food initiatives unified in addressing the problem of food waste. By providing resources, distributing food packages on campus, facilitating the transportation of excess produce, reallocating food waste, and engaging in monthly food drives, Seeder empowers students in the UBC community by alleviating food insecurity through partnerships with local farms. Seeder redirects and repurposes food waste and excess produce from locally-owned farms to students who need support given the rising cost of food in Vancouver."
Enactus UBC,https://enactusubc.ca/building-bridges,"At Building Bridges, we aim to bridge the knowledge gap about Indigenous history through education to mobilize non-Indigenous youth to take action through social entrepreneurship. We hope to foster the creation of proactive and educated youth allies and create platforms to bridge the gap between Indigenous and non-Indigenous individuals. Youth will develop soft and social entrepreneurial skills through education, research, and social engagement. Building Bridges is a winner of the HSBC Entrepreneurship Project Accelerator. We continue to create a tangible impact among students, growing to be one of the intermediaries of the region. Our approach incorporates transformative education, community-engaged learning, and bottom-up approaches to decolonize traditional classroom education. Awareness and Education. Research and Skill Development. Project Development. Final Conference.
"
Innovation UBC Hub,https://innovation.ubc.ca/about/innovation-hubs,"Innovation UBC hubs in Vancouver and Kelowna provide easy ways to access our network. At our downtown Vancouver hub, you can explore opportunities with our Innovation Partnerships team and staff from entrepreneurship@UBC and the University-Industry Liaison Office. You can also meet new UBC ventures based in the hub. Our Innovation UBC Hub provides the UBC community space to interact with and access support from Kelowna's innovation network. We work in partnership with Accelerate Okanagan to help connect and grow new ventures, offering students, researchers, and early-stage entrepreneurs an opportunity to transform their ideas into viable ventures."
Innovation UBC Hub,https://innovation.ubc.ca/about/graham-lee-innovation-centre,"The Graham Lee Innovation Centre plays an important role in the university’s core innovation and entrepreneurship activities. Thanks to the generous contribution of UBC alumnus and entrepreneur Graham S. Lee, BCom 1987, entrepreneurship@UBC has a dedicated space for UBC ventures and companies to network, collaborate, and develop as entrepreneurs. Graham Lee supports the Innovation Centre because of his strong belief in entrepreneurship and innovation as the economic backbone of a community. The Innovation Centre fosters new ways of looking at traditional businesses and aids the development of disruptive industries that benefit students, alumni, and a better future for Canada and the world."
Innovation UBC Hub,https://innovation.ubc.ca/how-engage/innovation-development,"A New Collaboration Model: Innovation Discovery Partnerships. Effective collaboration is key to making progress on the problems that face society and business. At UBC, we understand the challenges for potential partners to find the research expertise they're looking for, and for UBC researchers to find appropriate collaborators. Innovation Ecosystem Navigation and Connection: Innovation Partnerships: Innovation partnership managers help connect industry, not-for-profit, or community groups with UBC researchers, ensuring that new knowledge generates social and economic benefits. Innovation Areas: Large Networks and Clusters: Guidance and support for large networks and clusters. Campus Infrastructure: Using campus infrastructure as a research resource. Digital Transformation: Focus on AI, next-generation computing. New and Advanced Materials. Life Sciences & Health Solutions: Health management, diagnostics, therapeutics, vaccines, mental health, health systems, terrestrial and marine biodiversity. Digital Technology & Transformation: Human-Computer Interaction, human-centered design, strategic product development, creative practices, technology transfer of digital innovations. Sustainability & Natural Resources: Clean technology, circular economy, biodiversity, healthy forests, carbon capture technology, mining sector, food, soil, water, and agriculture technology. Innovation UBC propels UBC innovations into the world through venture creation, providing UBC students, faculty members, and staff with the resources, networks, and funding they need to succeed. We are part of Innovation UBC in the Vice-President, Research and Innovation (VPRI) portfolio."
Summit Leaders,https://summitleaders.ca/,"At Summit Leaders, we are committed to making a lasting impact on the lives of young students from marginalized communities. Our organization is rooted in the belief that every individual, regardless of their background, deserves equitable access to opportunities that can profoundly shape their future. High School Entrepreneurship: Delivered in a high school classroom in collaboration with teachers, students develop their entrepreneurial mindset and skills through a series of workshops and a competition where they pitch business ideas, receiving guidance and mentorship from MBA students and professionals. Peer Forward: Facilitating connections between high school students and undergraduate business students to provide guidance and inspiration throughout their educational and career journeys. Inspire Connect: Connecting ambitious students with industry professionals to empower, guide, and create a future filled with limitless possibilities. Join us at Summit Leaders, where we’re dedicated to building a brighter future for the upcoming generation. Let’s work together to inspire students, create lasting connections, and foster a community that values the unique potential in every young person, no matter their background."
Summit Leaders,https://summitleaders.ca/about-us/,"Our not-for-profit organization levels the playing field for youth from marginalized communities by leveraging the power of connection to build community, nurture aspirations, and dismantle barriers to help create a more equitable society. We achieve this by emphasizing expanding student networks through facilitating connections with professionals and enhancing visibility to future opportunities. Recognizing the evolving nature of the modern job market, we understand that building a successful career relies not only on skills and knowledge but also on the ability to access networks and foster relationships. By actively facilitating connections, we empower students to overcome obstacles, boost their confidence, and unlock their untapped potential. We establish a direct line of communication between students and industry experts, enabling them to cultivate relationships through engaging conversations, knowledge exchange, and valuable feedback. Through a series of targeted programs, such as Summit Leaders High School Entrepreneurship Program, Peer Forward, and Inspire Connect, our goal is to provide greater impact through individualized support to Canada’s next generation of leaders. A structured approach allows students from across Canada to receive mentorship, build connections, develop business ideas, and create business cases. The world of business administration and entrepreneurship becomes an option, a goal, and an aspiration. As they gain real-world business expertise, our students also discover more about themselves, refine and reset personal and career goals, and open doors to new possibilities.

"
Summit Leaders,https://summitleaders.ca/programs/,"The programs strive to democratize access to business training, provide insights into various industries, and offer comprehensive academic support. By fostering a community of support and empowerment, these programs equip students with essential skills and opportunities, ensuring they can confidently pursue their academic and career aspirations. Delivered in a high school classroom in collaboration with teachers, students develop their entrepreneurial mindset and skills through a series of workshops and a competition where they pitch business ideas, receiving guidance and mentorship from MBA students. Connecting ambitious students with industry professionals to empower, guide, and create a future filled with limitless possibilities. Connecting high school students with business undergraduate mentors to guide and inspire them on their educational and career journey. The High School Entrepreneurship Program, initiated by Summit Leaders, provides mentorship and preparation to high school students from socio-economically challenged neighborhoods, aiming to cultivate highly effective leaders and entrepreneurs. The program’s overarching goal is to democratize access to business and entrepreneurship training while fostering community building as a platform for Canada’s youth. Delivered in select Canadian high schools, the program involves students pitching business ideas and receiving mentorship from MBA students. It emphasizes the value of mentorship in guiding students toward post-secondary education and future careers. The program offers numerous benefits to students, including dedicated mentors, exposure to entrepreneurial skills, business awareness, increased confidence, and problem-solving abilities. Moreover, it contributes to greater diversity in Canadian business and raises the profile of academic institutions like Schulich, exemplifying their commitment to social responsibility and community engagement. Summit Leaders is dedicated to promoting equal opportunities for students from marginalized communities and bridging the gap between them and the opportunities they deserve. “Inspire Connect” serves as a platform connecting students with professionals from reputable industries, providing invaluable connections and industry insights. The program aims to empower students by leveling the playing field, opening doors to new opportunities, and creating a more equitable society. Key performance indicators will monitor the program’s impact, including the number of participants, networking events, student satisfaction, and internship or job placements. The value proposition of “Inspire Connect” lies in its ability to expand students’ professional networks, offer real-world insights, and inspire career goals, ultimately enhancing their prospects for future success. Summit Leaders is dedicated to creating equal opportunities for students from marginalized communities and bridging the gap between them and their rightful opportunities. Emphasizing fairness for all individuals, regardless of their backgrounds, “Peer Forward” operates as a mentoring platform on Discord, connecting grade 11 and 12 students with undergraduate mentors from esteemed Canadian universities. The program’s mentors provide comprehensive support, guiding students through academic challenges, answering admission queries, navigating course options, exploring scholarships, and more. Key performance indicators will monitor the program’s reach and impact, including the number of participants, student satisfaction, mentor-student interactions, application success rate, and testimonials. The value proposition of “Peer Forward” lies in its ability to offer personalized guidance, valuable resources, and networking opportunities, empowering students to make informed decisions, gain confidence, and pursue higher education and future career success."
Summit Leaders,https://summitleaders.ca/resources/,Nurturing Aspirations: Access Valuable Resources With Summit Leaders.
Summit Leaders,https://summitleaders.ca/peer-forward-form/,"The mentorship program connects high school students from marginalized communities with experienced mentors who are current university students. The purpose is to provide guidance, support, and inspiration to the students on their academic journey and beyond. Mentors serve as trusted advisors, sharing their knowledge, insights, and experiences to help students navigate challenges and opportunities. Through regular interactions, mentorship fosters personal growth, builds confidence, expands networks, and encourages students to explore their potential. The ultimate goal is to empower these students, bridging the gap between their aspirations and their realities, while fostering a sense of community and creating a more equitable and inclusive society."
UBC Sauder LIFT,https://www.sauder.ubc.ca/LIFT,"UBC Sauder LIFT challenges UBC Sauder students to apply business concepts and tools in a classroom of aspiring entrepreneurs. Students travel to developing countries and deliver a series of workshops to empower local participants to start their own businesses for economic betterment. UBC Sauder LIFT is a socially impactful international activity that has trained over 800 entrepreneurs in developing countries. UBC Sauder LIFT is a program that transcends international borders to deliver essential business tools to a classroom of aspiring entrepreneurs. At its core, LIFT represents Leadership, Innovation, Fundamentals, and Training. Led by UBC students, this business training program is designed for youth in Kibera and Mathare – two of the largest slum communities in Nairobi, Kenya. Kibera is one of the most studied areas in Africa with an estimated population of over 1-million people in just 2.5 square km. Mathare is home to approximately 500,000 people in an area of only 1 square km. It is one of the oldest and most disadvantaged communities in Kenya. In 2021, LIFT trained three cohorts of about 30 participants utilizing a hybrid learning model that includes asynchronous and synchronous learning modules, Zooming into several community centres for live classes. Since 2006, UBC Sauder LIFT has served over 800 participants. UBC Sauder LIFT is comprised of Sauder students from diverse backgrounds, with 60% women and 40% men. In the long term, UBC Sauder LIFT strives to nurture entrepreneurship and business ideas to reduce Kenya’s high unemployment rate. UBC students partaking in the program are exposed first-hand to a unique opportunity to learn about other cultures, witness the growth of a business, and understand the impact education has on economic development at a granular level."
UBC Sauder LIFT,https://www.sauder.ubc.ca/current-students/support-involvement-opportunities/ubc-sauder-lift/ubc-sauder-lift-learning-cycle,"In this year's iterations, UBC Sauder LIFT has pivoted to delivering teachings in a hybrid format. Current UBC students, alumni, and faculty members collaborated to produce over 70 online learning videos and assessments designed to support entrepreneurs with business ideas and existing businesses. Students engaged in asynchronous online videos, which served as a precursor for synchronous classes held at the Kibera Town Centre where five local trainers greeted participants, and the UBC Sauder LIFT Canada Team joined via Zoom to provide a deep-dive into topics previously covered in the asynchronous videos. At the end of the program, UBC Sauder LIFT participants applied the business knowledge they learned to present their developed business ideas to a panel of judges during Pitch Day.
"
UBC Sauder LIFT,https://www.sauder.ubc.ca/current-students/support-involvement-opportunities/ubc-sauder-lift/our-impact,"Trainers play a multifunctional role. During in-person classes, Trainers act to bridge knowledge gaps between teaching material and a participant’s understanding of classroom concepts, generate classroom discussions during breakout activities, and identify participants to present their ideas. During live cases, Trainers encourage problem-solving skills and engagement. During pitch day, Trainers ensure participants are ready to present to judges in a timely manner. Trainees will play a dual role, being equal parts teachers and observers. Trainees aid Trainers in facilitating discussions and guide participants during classroom breakout activities. Observers, selected from previous LIFT Program participants, take on a shadow position to learn from Trainers and Trainees. Observers monitor the classroom environment and alert Trainers or Trainees of concerns or questions they may have."
UBC Sauder LIFT,https://www.sauder.ubc.ca/current-students/support-involvement-opportunities/ubc-sauder-lift/our-partners,"HNP strives to create economic growth for slums around the world through self-sustaining Town Centres. HNP provides basic services such as clean water, sanitation, and energy, as well as empowerment services such as business fundamentals, Wi-Fi access, a health kiosk, and a marketplace. They currently have a pilot program in Nairobi, Kenya, and hope to expand internationally. Since its opening, over 226,000 people have visited the centre with close to 500,000 products and services enjoyed. One Girl Can is a Canadian and Kenyan organization that aims to break the cycle of poverty and works towards gender equality through education and mentorship. OGC empowers girls from the end of their primary school education to the start of a meaningful career. The organization has built 130 schools, given over 1000 scholarships, and mentors more than 10,000 girls annually. Read more about UBC Sauder and One Girl Can’s partnership to empower and provide life-changing opportunities to women in Kenya here. TGLC is a non-profit Christian organization that aims to combat youth unemployment, fight social vices, and create leaders. Through their four different programs, TGLC not only cultivates strong leaders but provides opportunities for members to put their skills to use. Their vision is to create a network of principled, change-driven servant leaders pioneering Africa’s development and transformation. TGLC is also a partner for LIFT’s Ghana partnership, as our team looks to expand our impact."
UBC Sauder LIFT,https://www.sauder.ubc.ca/current-students/support-involvement-opportunities/ubc-sauder-lift/student-experience,
UBC MBA Innovation & Entrepreneurship club,https://www.mbasociety.ca/clubs/business-innovation/,"The Innovation & Entrepreneurship Club offers a dynamic platform for students to engage in the world of entrepreneurship. Through this club, students will gain valuable insights and knowledge from seasoned entrepreneurs sharing their stories and have the opportunity to get involved in real-world startup projects. Members will also have access to various networking events, providing opportunities to connect with like-minded individuals who may prove instrumental in their future pursuits."
UBC MBA Innovation & Entrepreneurship club,https://www.mbasociety.ca/society,"The MBA Society (MBAS) is the student body of the Master of Business Administration program at the University of British Columbia’s Sauder School of Business. The MBAS comprises over 200 current full-time, part-time, and international MBAs, representing more than 20 countries and a variety of previous academic disciplines and professional work experiences. Through the operation of numerous Clubs, Representatives, and our Executive Council, the MBAS adds value to the educational and extracurricular experiences of each of its members. By establishing relationships in the local and global business community, the society also aims to increase the brand awareness and equity of the Sauder School of Business."
UBC MBA Innovation & Entrepreneurship club,https://www.mbasociety.ca/,"The MBA Society actively represents the interests of current full-time and part-time MBA students in the Sauder School of Business at the University of British Columbia. We facilitate communication with staff and faculty, and assist in developing relationships with alumni and the business community."
Innovation on Board,https://www.innovationboard.ca/,"Established in 2017, Innovation Onboard (IOB) is a Canada-wide student-led initiative that fosters entrepreneurship and interdisciplinary collaboration among science, engineering, and business students. This 6-month program includes 10 workshops, lectures, an innovation fair, and a pitch competition with cash prizes. Unlock the pathway to entrepreneurship, connect with fellow startup enthusiasts, and tap into a wealth of knowledge from experienced entrepreneurs and industry professionals."
Innovation on Board,https://www.innovationboard.ca//learn-more.html,
Innovation on Board,https://www.innovationboard.ca/2024/06/23/schedule.html,"Are you ready to embark on a journey of innovation and entrepreneurship? Look no further! Innovation Onboard (IOB) is back, and we're thrilled to invite you to our exciting event. Chang Han is an entrepreneur, consultant-investor, and professor, specializing in entrepreneurship, startup growth strategy, and market entry. He co-founded three currently operating businesses in biotech, international trade for sports performance beverages, and electric mountain bikes. He is also an investor and shareholder for several other startups in urban mining, CPG, and tech. Claudio Arato is a dedicated advocate for cleantech innovation, boasting over 25 years of experience in inventing, developing, and optimizing environmentally friendly technologies. He has made significant contributions to various industries, from cellulosic ethanol to water treatment, and has been recognized with numerous awards for his professional service and innovation. Robin Coope, Ph.D., PEng, is the Group Leader for Instrumentation at the BC Cancer Michael Smith Genome Sciences Centre. He has over 25 years of experience in prototyping and early product development. His current work focuses on automated sample handling for genomics and other biomedical assays, as well as medical device projects in orthopaedic trauma and radiation oncology. Join us for an event with Angèle Beausoleil. We'll explore creativity, design-driven innovation, and innovation management. This interactive workshop will help students prepare for the final competition. Don't miss this chance to spark creativity and connect with fellow innovators! Join us to embark on an exciting journey of innovation, collaboration, and personal growth. This is your opportunity to present your innovative start-up idea and get a chance to win cash prizes. Your team should consist of 1 to 5 members. All applications after the closing date will not be considered. Learn the power of storytelling to captivate your audience, drive engagement, and ultimately boost your sales. This interactive workshop will equip you with the skills to harness the magic of storytelling, making your innovation stand out in a crowded market. Join us for an exciting showcase where student teams will present their innovative startup ideas on posters. This event offers a unique networking opportunity, allowing you to mingle with budding entrepreneurs, educators, and business professionals. Michelle is a performance-driven growth marketer, communications strategist, and entrepreneur with over two decades of comprehensive achievements in both B2B and B2C industries. Get ready to witness some mind-blowing ideas, intense competition, and lots of inspiration. Whether you're an aspiring entrepreneur or just love innovative ideas, this is the place to be! Cheer on the participants as they showcase their creativity and present their business ideas."
Innovation on Board,https://www.innovationboard.ca/2024/06/23/faq.html,"University of British Columbia (UBC) and University of Toronto (UofT) undergraduate students, graduate students, postdocs, research associates, staff, and recently graduated UBC and UofT students (within 6 months of graduation as of the registration date). Yes! You can attend the Innovation Social. Here you can mingle and find a team with an idea you like for the competition. A resource for coming up with an idea is a website where companies post problems and innovative minds get paid for solutions. Stay tuned for the online platform that we are implementing to connect free agents and form teams. Attend the Innovation Social! This event is for you to mix and mingle, exchange ideas, and find a team for the competition. Experienced entrepreneurs as well as established specialists chosen specifically to align with your team’s idea. Angel investors, renowned specialists, and professors. The Innovation On Board schedule is available on our website. Additionally, each event will be posted on our Facebook and LinkedIn pages closer to the event date, providing more detailed information on the event content."
Engineers without borders,https://www.ewb.ca/en/,"Engineers Without Borders Canada stands at the forefront of addressing global challenges through engineering and technological innovation, “engineering an equitable and sustainable future for marginalized people and the planet.” Our focus on clean technologies, sustainable agriculture and food systems, healthcare resilience in the face of climate change, and education and job creation in STEM fields are pillars of our approach. To work on the most urgent and important global challenges where engineering can make the greatest impact. EWB focuses on global issues by managing projects in sustainability and resilience, using systems thinking to create impactful solutions in climate action, green tech, and equitable access to essential services. Leverage current and evolving engineering and technological knowledge and skills for global development impact. EWB seeks to harness academic, professional, and technological expertise to foster global development, wellbeing, equity, and ecological conservation, including expanding into the global Francophone engineering sector. Make local partnership, collaboration and ownership a core focus. EWB ensures collaborative development of engineering solutions with local partners, focusing on community empowerment, participation, and capacity building to lead in international development best practices. Become the conduit and voice for Canada’s socially engaged engineers and technologists and those who support them. We are the voice of socially engaged engineers and technologists in Canada. We advocate for policy changes, engage public figures, and prioritize diversity of voices to create more inclusive, sustainable, and effective engineering solutions globally. Your donations help us build a more equitable and sustainable future for marginalized communities and our planet. Your belief in our mission fuels our determination to address global challenges and create systemic change with the shared vision of a world where engineering and technology come together to forge solutions that stand the test of time and demonstrate our commitment to social responsibility and sustainable development."
Engineers without borders,https://www.ewb.ca/en/about-us/our-approach/,"In our increasingly tech-driven world, many remain excluded from its benefits. At Engineers Without Borders Canada, we recognize that technology alone can’t drive real and lasting change. True progress requires a holistic approach, considering cultural, behavioral, and political factors. We value insights from those who understand these issues, and believe that they are key to effective solutions. We share the tech community’s vision: technology should uplift people and the planet. With this ethos, we leverage engineering and technology to create a more equitable and sustainable future. Join us in making engineered technology a force for good – for people, and for the planet. To engineer an equitable and sustainable future for marginalized people and the planet. To create systemic change through community-driven collaboration. We mobilize the engineering community and leverage technological innovation to address urgent and important global challenges, both within Canada and beyond. At Engineers Without Borders Canada, our first goal is optimization. We focus our efforts on addressing urgent and important global challenges where engineering can drive significant change. Our approach incorporates scientific knowledge and engineering principles to create practical solutions that enhance well-being. Beyond working on these challenges, we act as super-connectors, coordinators, and managers, uniting partners at various levels. We concentrate on long-term development solutions, tackling critical issues such as climate change mitigation, decarbonization, resilient post-humanitarian engineering, sustainable infrastructure, and technologies for improved health, education, and employment opportunities. Our commitment extends to identifying key policy levers and employing systems thinking to craft socially impactful solutions. In our second goal, innovation takes center stage as we leverage evolving engineering and technological knowledge for global development. We harness the strength of EWB University and Technical Institute Student Chapters in Canada and beyond, attracting and deploying the expertise of socially-engaged engineers and technologists. Collaborating with universities, technical institutes, and research centers in specific fields of Engineering & Technology is fundamental to our approach. Active engagement with Canadian engineering, technology, and resource sectors, along with associations, helps repurpose products and services to enhance well-being, reduce inequities, and protect ecosystems. Localization emphasizes partnerships, collaboration, and local ownership. We prioritize working closely with key local stakeholders, including government ministries, universities, businesses, and communities. Our approach rejects the notion of imposing solutions and instead advocates co-development through a localization-centered inclusive strategy, forming the core of our International Fellowships. We aim to ensure that our efforts align precisely with local needs and priorities, with active participation from local communities, especially from those who are least heard. Our empowerment strategies encompass diverse approaches, including decision-making power, capacity-building, community involvement, and self-determination. Engineers Without Borders Canada aspires to be a leader in promoting best practices for localization within the international development landscape. Our fourth goal revolves around advocacy, as we aim to become the conduit and voice for Canada’s socially engaged engineers and technologists and those who support them. We passionately advocate for policy changes and systemic interventions on local, national, and international levels to effectively address global challenges. Our strategy involves identifying and prioritizing engineering and technology-focused advocacy efforts, engaging public figures, and targeting substantial policy victories periodically and consistently. We are committed to creating inclusive spaces where diverse experiences, perspectives, and knowledge converge. Actively seeking and amplifying the voices of historically marginalized individuals and fostering cross-sectoral, multi-disciplinary participation are integral to our advocacy efforts, including engineers, technologists, and other socially-engaged communities. Through advocacy, we strive to develop solutions that authentically reflect the diverse needs of society in our complex and interconnected world."
Engineers without borders,https://www.ewb.ca/en/about-us/history/,"Engineers Without Borders Canada was born. From a weekly meeting to the world: with humble beginnings and a bi-weekly meeting in George’s parents’ living room, the dream slowly grew into reality. By the end of 2000, the initiative was supported by over 1000 members and a handful of chapters around the country. In 2001, our first volunteer left for a four-month internship in India. What do communities need? Bunker Roy on a better approach: we needed to begin by asking not 'what do we bring?', but instead, 'what do communities need?' It was only through answering this second question that we could begin to understand our role. Bunker Roy, founder of the Barefoot Colleges, delivered a strong dose of humility at our first National Conference in Montreal. Unlearning our approach meant focusing less on engineering technology, and serving the specific needs of communities. At the end of the day, all we do is work for Dorothy. We work in the service of something — someone — else. Something greater. Parker Mitchell: by talking about Dorothy, we don't mean to oversimplify. There are 900 million people in Sub-Saharan Africa, and we aren't working with all of them, and there isn't one person who represents all of them. But we wanted to have a person to remind us of who we are working for. From that point on, Dorothy became a focal point; our most important stakeholder, an embodiment of our motivations, and a source of ongoing inspiration. Whether you change or not, we are going to make it happen. We will untie Canada's aid. It's not a matter of if... it's a matter of when. In 2004, we began a four-year campaign lobbying the Canadian government to untie Canada’s development aid. Tied aid required the recipients of Canada’s foreign aid to purchase exclusively Canadian goods and services – ultimately benefitting Canadian companies and wasting aid money. Campaigning comes to fruition. In September 2008, after four years of campaigning, the Canadian government announced that it would completely untie all of Canada’s aid by 2012. Our ongoing advocacy work leverages the power of many by drawing on the breadth of our Canadian network. Our movement of change advocates lobby the government for better aid reform and transparency, and leadership towards responsible mining in Africa. Investing in Africa's future leaders. The Kumvana Fellowship contributes to a network of local innovators in rural African communities, creating a robust pipeline of talent and change potential. Over the first decade of our work, we’ve become increasingly aware of the long-lasting impact our volunteers create in their partner organizations. We began hiring local staff for our overseas teams. The culmination of these initiatives saw the launch of our Kumvana Fellowship program. Solutions don't emerge immediately or without iteration. And some may fail entirely, but those that gain traction have the potential to 'change the game' in systems that can affect millions. We commit to experiment and prove what works, to shift incentives and power dynamics, and to transform the way people and organizations behave. In doing so, we can ensure the change we create is meaningful and lasting — systemic innovation for systemic impact. With the creation of our 2020 vision, the scope of EWB has expanded to include systems change."
Engineers without borders,https://www.ewb.ca/en/what-we-do/investing-in-people/,"We identify, encourage, and equip talented leaders to lift the collective prospects of our planet. If we tackle poverty where it is most prevalent and urgent, we can accelerate the pace of change to end poverty and inequality in our lifetime. Fewer people live in poverty today than ever before in human history. However, in sub-Saharan Africa, poverty has doubled, with 413 million people living on less than US$1.90 a day. It is soon to have the youngest and largest workforce (450 million people) in the world, with over half of the population living in poverty. Since our start in 2000, EWB has worked toward a world without poverty and inequality where it is most prevalent. We have focused on creating opportunity and access for those living in conditions of poverty. To solve problems within social, economic and political systems that are inextricably linked. In order to advance inclusive innovations, we have built diversity into our approach. Today, EWB invites and empowers engineers and non-engineers who value collaboration and cooperation to cross-breed solutions to poverty and inequality. We aim to converge design thinking with systems thinking and elevate our collective passion to create sustainable and inclusive economies. Through our leadership curriculum and Fellowships, EWB offers immersive experiences in Canada and sub-Saharan Africa to launch future shapers equipped to understand and re-engineer complex social systems. By investing in the economic and social prosperity of emerging economies, and championing values that create inclusion, equality and sustainability, we can inspire development behavior to help the international community end intergenerational poverty and achieve the Sustainable Development Goals. The Virtual Talent x Change provides an opportunity to hone volunteers’ professional and practical skills in a completely remote setting. The platform works to support innovative seed-stage social ventures in sub-Saharan Africa succeed by meeting their diverse talent needs in the areas of business modeling, marketing, UX/UI design, fundraising, and more. The Canada-Africa Innovation Fellowship partners young leaders from Canada and Africa to learn, create, and accelerate ideas as a way to build a sustainable and inclusive future. A unique chance for university students to grow their leadership, entrepreneurial and innovation capacity while engaging in cultural, academic, and professional exchange. Due to the ongoing COVID-19 pandemic, the Long-Term Fellowship is on pause. Please stay tuned for an announcement on its status for 2023. EWB’s in-country Fellowship program recruits outstanding leaders–typically post-graduate students and professionals–to pair with innovating African ventures in a 12-month placement. Through providing expert support and collaboration, EWB Fellows equip ventures with the essential talent required to accelerate and sustain their growth while also growing their professional portfolio in a new location. The EWB Fellowship program recruits outstanding leaders—typically post-graduate students and professionals—to pair with innovative African ventures in a 12-month placement. Through providing expert support and collaboration, EWB Fellows equip ventures with the essential talent required to accelerate and sustain their growth. The Kumvana Fellowship program provides African innovators with a platform to network, develop skills and collaborate with like-minded leaders: both from their local communities and from the wider global EWB ecosystem. Our work involves solving the world’s most challenging problems through analysis, questioning and innovation. As a result, we develop leaders with the skills required to interrogate and improve economic, political, social and cultural systems. We do this through our Systems Change Leadership model. EWB Canada’s is in 9 provinces across Canada, with 34 University Chapters and 2 Professional Chapters. EWB's Chapter Network is committed to ensuring Canadians far and wide are connected to issues of international development, are aware of their potential to solve crucial problems of poverty and inequality, and equipped with the tools and knowledge to exercise their potential to transform broken and unequal systems. Our National Conference was born from the desire to unite and spark equality on a local, national and global scale. EWB gatherings bring leading minds together from around the world and from all levels of society. Discuss opportunities, formulate ideas, turn ideas into actions, and create lasting profound change in the world. EWB change-leaders in action. Whether our people are meeting with community partners in Toronto or crunching numbers in Ghana, we take an all-encompassing and system-wide approach to creating change. Our leaders drive change in the following impact areas: By partnering with Small and Growing Business Ventures, EWB Fellows spark innovative sub-Saharan entrepreneurs. Through their talent, dedication and expertise, Fellows support innovative startup businesses as they develop new products and services to help millions facing poverty. Through collaborating with major government and corporate bodies in our Governance for Sustainable Services initiative, EWB leaders promote operational changes to improve business and political practice in Canada and Sub-Saharan Africa. As part of our work in Evolving Engineering, EWB leaders engage in a portfolio of initiatives designed to address key issues within the engineering community. The goal is to enhance and transform the role of the profession, with a particular view towards creating greater social impact. 

"
Engineers without borders,https://members.ewb.ca/opportunities/caif,"The Canada-Africa Innovation Fellowship (CAIF) is designed for engineering or STEM students in Canadian universities or technical institutes who are curious about making a global difference. This program by Engineers without Borders (EWB) Canada offers a hands-on experience to use engineering skills to tackle real-life challenges, particularly those linked to climate change. Fellows use their engineering and tech knowledge, combined with Human-Centered Design principles, to find viable solutions that prioritize the needs and experiences of the people they aim to help. A unique aspect of CAIF is the cultural experience, offering insight into both technical and cultural aspects of Canada and East Africa. This broader understanding ensures that solutions are relevant to the communities they are designed for. The in-person portion of the program lasts three months and is packed with experiential learning opportunities, including collaboration with students from diverse backgrounds, engagement with current tech trends, and project development with experts in the field. Upon returning to Canada, all fellows are expected to join or remain with their school’s EWB Chapter, sharing their fellowship experience and contributing to the chapter's growth. If a fellow's university does not have a chapter, EWB’s National Office will work to establish one on their campus. Gain practical insights and hands-on experiences to become a global change maker and system change leader by addressing sustainable development challenges. Exclusive participation in program-sponsored events, including the CAIF speaker series and Fellow Retreat. Refine technical skills and enhance engineering and project management abilities with experiential workshops, learning labs, and mentorship. Connect to a global network of industry experts, mentors, and like-minded change makers. Travel to East Africa, experiencing both urban and rural settings through an international exchange program. Contribute to the UN Sustainable Development Goals by engaging with challenges faced in regions like rural communities, contributing to meaningful and sustainable development. Attend a post-program graduation ceremony where participants are awarded certificates and recognized as EWB Canada fellows and alumni of the Canada-Africa Innovation Fellowship Program, unlocking further networks and opportunities for professional, leadership, and entrepreneurial growth."
